,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_1,timespan_2,timespan_3,timespan_4,cost
304,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,33343
305,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30613
306,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
307,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61490
308,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
309,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
310,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,0,47973
311,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30432
312,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28273
313,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
314,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,37432
315,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,0,1,25882
316,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,30613
317,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,0,1,55748
318,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25882
319,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,37432
320,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
321,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40552
322,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,37432
323,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28273
324,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25882
325,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,0,60298
326,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,0,47973
327,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
328,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,0,56810
329,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,0,44192
330,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
331,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,37432
332,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,33343
333,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,33343
334,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,65758
335,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,30613
336,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
337,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,0,1,56810
338,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
339,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,0,56810
340,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,0,56810
341,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,66950
342,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52263
343,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27962
344,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,44192
345,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30432
346,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
347,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,30432
348,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44333
349,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,0,40552
350,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
351,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
352,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,65758
353,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,0,55748
354,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,0,47973
355,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,37432
356,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,33343
357,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37432
358,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,33343
359,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,0,40552
360,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,65758
361,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
362,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,30613
363,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25882
364,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
365,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27962
366,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,30613
367,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,47973
368,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,61490
369,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,0,65758
370,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,0,1,27962
371,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28273
372,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28273
373,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52263
374,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,0,1,47973
375,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,0,65758
376,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44333
377,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,0,40552
378,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
379,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,65758
380,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,0,40552
381,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28273
382,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,44192
383,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,47973
384,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30432
385,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25882
386,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,0,60298
387,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
388,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,0,37432
389,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,40552
390,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,0,1,60298
391,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,55748
392,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,66950
393,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
394,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
395,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,30613
396,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28273
397,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,44192
398,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30432
399,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30432
400,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,30613
401,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60298
402,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30613
403,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,0,47973
404,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
405,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,66950
406,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,33343
407,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,0,61490
408,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25882
409,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
410,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30432
411,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,33343
412,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30432
413,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28273
414,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30432
415,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52263
416,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
417,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56810
418,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
419,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,37432
420,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,65758
421,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52263
422,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,60298
423,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,40552
424,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52263
425,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25882
426,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,0,60298
427,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,33343
428,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,0,1,25882
429,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,0,27962
430,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
431,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,33343
432,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,66950
433,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,60298
434,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30432
435,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,37432
436,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56810
437,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,56810
438,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,0,47973
439,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44333
440,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,0,33343
441,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52263
442,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,33343
443,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,0,44192
444,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
445,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
446,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44333
447,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,55748
448,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40552
449,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
450,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,44192
451,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
452,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27962
453,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44333
454,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,60298
455,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28273
456,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30432
457,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,0,66950
458,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,55748
459,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30613
460,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,0,61490
461,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,55748
462,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,66950
463,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,47973
464,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61490
465,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
466,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
467,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30432
468,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
469,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
470,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,30613
471,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,0,56810
472,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44333
473,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,30613
474,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28273
475,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
476,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,0,65758
477,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,0,1,30432
478,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,47973
479,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44333
480,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,33343
481,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,0,55748
482,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,0,1,40552
483,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,55748
484,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,44192
485,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,0,65758
486,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
487,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,33343
488,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,30613
489,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
490,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,33343
491,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44333
492,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,0,56810
493,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,37432
494,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
495,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,28273
496,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,0,65758
497,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,0,66950
498,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,0,56810
499,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,55748
500,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52263
501,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,33343
502,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,55748
503,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,0,1,66950
504,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
505,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
506,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,66950
507,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37432
508,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25882
509,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,0,1,40552
510,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
511,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37432
512,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,0,40552
513,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,65758
514,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
515,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30613
516,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,33343
517,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
518,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,0,1,47973
519,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,33343
520,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,60298
521,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
522,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
523,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
524,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,55748
525,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,0,1,55748
526,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
527,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,0,44192
528,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61490
529,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,65758
530,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,37432
531,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,44192
532,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,0,1,27962
533,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,30613
534,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,60298
535,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,27962
536,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,0,1,44192
537,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,0,60298
538,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25882
539,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,0,1,61490
540,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,37432
541,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,37432
542,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,66950
543,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,25882
544,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,44192
545,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,0,66950
546,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,61490
547,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
548,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,0,1,60298
549,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25882
550,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60298
551,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61490
552,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
553,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,0,40552
554,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,30432
555,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,33343
556,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
557,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,0,1,44192
558,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
559,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,27962
560,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
561,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,0,44192
562,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52263
563,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,0,1,55748
564,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,30432
565,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
566,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,33343
567,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,0,33343
568,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
569,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40552
570,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,61490
571,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28273
572,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,0,1,27962
573,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30432
574,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,0,30613
575,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,0,40552
576,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25882
577,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,40552
578,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,60298
579,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,0,1,66950
580,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30432
581,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,0,56810
582,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,37432
583,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
584,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,37432
585,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,65758
586,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44333
587,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,30613
588,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,28273
589,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,60298
590,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
591,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,0,56810
592,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28273
593,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30613
594,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27962
595,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,30613
596,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,40552
597,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
598,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25882
599,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,0,1,25882
600,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52263
601,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,0,60298
602,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44333
603,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,0,55748
604,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,0,44192
605,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,0,56810
606,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,0,1,52263
607,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,28273
608,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56810
609,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,0,1,66950
610,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,65758
611,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,66950
