,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Hangzhou,startLocation_Hefei,startLocation_Shanghai,startLocation_Wuxi,endLocation_Hangzhou,endLocation_Hefei,endLocation_Shanghai,endLocation_Wuxi,timespan_2,timespan_3,timespan_4,timespan_5,cost
728,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,53381
729,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,53381
730,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,49061
731,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,19819
732,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,45221
733,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18379
734,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,18379
735,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,60869
736,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,19819
737,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18379
738,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19819
739,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
740,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,61181
741,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,19819
742,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,55829
743,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24893
744,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,19819
745,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,19819
746,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18379
747,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,45221
748,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,49061
749,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27053
750,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,45221
751,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
752,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,61181
753,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,49061
754,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,51509
755,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21739
756,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,18379
757,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,53381
758,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,27053
759,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,21739
760,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,60869
761,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,19819
762,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,53381
763,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21739
764,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,19819
765,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
766,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,53381
767,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
768,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,45221
769,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
770,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,21739
771,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,19819
772,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,66221
773,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18379
774,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,18379
775,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,51509
776,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,72221
777,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
778,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
779,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21739
780,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21739
781,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,19819
782,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,51509
783,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,22973
784,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,66221
785,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27053
786,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,27053
787,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24893
788,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,55829
789,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66221
790,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18379
791,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
792,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,51509
793,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,27053
794,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,24893
795,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,53381
796,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,51509
797,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
798,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,45221
799,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22973
800,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,18379
801,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22973
802,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24893
803,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,51509
804,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,72221
805,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22973
806,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18379
807,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18379
808,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18379
809,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60869
810,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21739
811,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,49061
812,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21739
813,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,45221
814,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,55829
815,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,18379
816,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21739
817,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18379
818,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,19819
819,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,55829
820,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,27053
821,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27053
822,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,51509
823,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,61181
824,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22973
825,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21739
826,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,49061
827,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,21739
828,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,22973
829,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18379
830,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66221
831,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,27053
832,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
833,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,49061
834,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,19819
835,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19819
836,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,51509
837,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,53381
838,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,60869
839,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,72221
840,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,61181
841,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
842,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,61181
843,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,55829
844,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
845,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,53381
846,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24893
847,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
848,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,27053
849,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
850,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,49061
851,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,19819
852,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,19819
853,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,51509
854,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,51509
855,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,51509
856,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21739
857,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
858,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,19819
859,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,21739
860,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,55829
861,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
862,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,55829
863,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,72221
864,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22973
865,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,72221
866,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,55829
867,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,60869
868,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,49061
869,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60869
870,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
871,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,45221
872,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,51509
873,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,61181
874,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,45221
875,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21739
876,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21739
877,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,53381
878,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21739
879,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,72221
880,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21739
881,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21739
882,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,53381
883,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,45221
884,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60869
885,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21739
886,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,53381
887,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,72221
888,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21739
889,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,1,0,0,24893
890,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21739
891,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
892,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,18379
893,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27053
894,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
895,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,55829
896,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,21739
897,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,21739
898,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,21739
899,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,18379
900,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,19819
901,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18379
902,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,49061
903,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18379
904,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,61181
905,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,60869
906,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,18379
907,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19819
908,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,24893
909,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21739
910,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18379
911,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,19819
912,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
913,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,18379
914,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,61181
915,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,55829
916,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,60869
917,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,61181
918,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,53381
919,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,19819
920,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21739
921,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18379
922,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,27053
923,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66221
924,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,19819
925,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,66221
926,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,24893
927,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,72221
928,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21739
929,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,53381
930,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,45221
931,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22973
932,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,19819
933,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,72221
934,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,21739
935,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,51509
936,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,60869
937,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,18379
938,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
939,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27053
940,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,19819
941,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21739
942,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18379
943,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18379
944,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
945,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,66221
946,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18379
947,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21739
948,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19819
949,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22973
950,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22973
951,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,49061
952,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,19819
953,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,55829
954,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21739
955,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,21739
956,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,45221
957,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21739
958,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18379
959,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,60869
960,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18379
961,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,49061
962,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,72221
963,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
964,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,19819
965,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27053
966,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19819
967,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,51509
968,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,53381
969,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21739
970,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,49061
971,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,66221
972,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
973,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,66221
974,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,19819
975,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,53381
976,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,55829
977,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,19819
978,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,45221
979,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,24893
980,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22973
981,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,60869
982,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,60869
983,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,27053
984,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18379
985,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
986,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,27053
987,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,18379
988,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,72221
989,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,72221
990,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,49061
991,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,45221
992,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,27053
993,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,51509
994,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19819
995,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,61181
996,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,49061
997,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,49061
998,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,18379
999,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,18379
1000,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,19819
1001,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,49061
1002,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,24893
1003,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,45221
1004,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,72221
1005,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,19819
1006,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,45221
1007,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
1008,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
1009,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,27053
1010,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,45221
1011,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,66221
1012,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,60869
1013,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,45221
1014,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
1015,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,55829
1016,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,19819
1017,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,27053
1018,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24893
1019,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,72221
1020,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27053
1021,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,24893
1022,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,60869
1023,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21739
1024,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,18379
1025,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21739
1026,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,18379
1027,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,27053
1028,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,55829
1029,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21739
1030,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,19819
1031,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
1032,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,19819
1033,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,66221
1034,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,51509
