,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Hangzhou,startLocation_Hefei,startLocation_Shanghai,startLocation_Wuxi,endLocation_Hangzhou,endLocation_Hefei,endLocation_Shanghai,endLocation_Wuxi,timespan_1,timespan_2,timespan_3,timespan_4,timespan_5,cost
291,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,11020
292,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,11020
293,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,11675
294,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,13715
295,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10060
296,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
297,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28336
298,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
299,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9340
300,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,36610
301,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24900
302,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12635
303,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
304,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,24900
305,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11675
306,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10060
307,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
308,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31090
309,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,9340
310,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22980
311,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24900
312,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
313,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31090
314,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,24900
315,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22980
316,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,26176
317,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,36610
318,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33610
319,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,30856
320,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28336
321,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26176
322,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,27060
323,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31090
324,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
325,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11675
326,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
327,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10060
328,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,33610
329,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,28336
330,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9340
331,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28336
332,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12635
333,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11675
334,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,26176
335,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
336,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24900
337,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28336
338,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11020
339,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
340,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26176
341,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9340
342,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10060
343,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,36610
344,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
345,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
346,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12635
347,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
348,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,27060
349,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11675
350,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9340
351,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33610
352,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
353,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
354,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,26176
355,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22980
356,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10060
357,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,11020
358,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11020
359,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,36610
360,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,33610
361,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,24900
362,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9340
363,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10060
364,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28336
365,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,26176
366,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13715
367,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,24900
368,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10060
369,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9340
370,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
371,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,10060
372,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10060
373,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10060
374,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11020
375,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12635
376,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11020
377,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,30856
378,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
379,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11675
380,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31090
381,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11020
382,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22980
383,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12635
384,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
385,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30856
386,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,27060
387,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,11675
388,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,24900
389,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13715
390,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31090
391,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
392,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9340
393,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11020
394,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31090
395,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10060
396,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
397,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28336
398,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11020
399,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10060
400,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11675
401,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30856
402,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31090
403,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
404,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,36610
405,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10060
406,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10060
407,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22980
408,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26176
409,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,33610
410,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,9340
411,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,26176
412,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,24900
413,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
414,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
415,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,13715
416,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,30856
417,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30856
418,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9340
419,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10060
420,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11020
421,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,28336
422,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9340
423,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31090
424,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13715
425,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22980
426,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
427,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,27060
428,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11675
429,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,9340
430,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28336
431,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
432,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11675
433,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,10060
434,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,9340
435,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
436,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31090
437,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28336
438,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,26176
439,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9340
440,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11020
441,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
442,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,27060
443,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9340
444,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,11020
445,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9340
446,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10060
447,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31090
448,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9340
449,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
450,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
451,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11675
452,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12635
453,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
454,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28336
455,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,11020
456,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11020
457,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
458,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10060
459,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33610
460,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,36610
461,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,11020
462,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28336
463,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9340
464,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33610
465,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30856
466,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,36610
467,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28336
468,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
469,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33610
470,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,11020
471,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13715
472,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9340
473,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12635
474,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,28336
475,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,33610
476,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,30856
477,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,33610
478,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,30856
479,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30856
480,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,11675
481,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,26176
482,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
483,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24900
484,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,28336
485,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12635
486,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10060
487,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11020
488,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22980
489,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
490,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12635
491,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11020
492,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9340
493,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9340
494,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,28336
495,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
496,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12635
497,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,12635
498,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9340
499,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22980
500,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31090
501,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
502,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,10060
503,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
504,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22980
505,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22980
506,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,28336
507,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,27060
508,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
509,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13715
510,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
511,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,27060
512,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,9340
513,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,30856
514,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11020
515,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
516,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24900
517,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12635
518,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30856
519,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
520,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31090
521,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9340
522,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
523,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31090
524,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11020
525,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33610
526,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22980
527,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9340
528,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
529,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10060
530,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10060
531,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9340
532,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,36610
533,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9340
534,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
535,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9340
536,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
537,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
538,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31090
539,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,36610
540,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13715
541,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,24900
542,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
543,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,13715
544,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26176
545,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10060
546,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10060
547,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,11020
548,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,24900
549,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9340
550,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10060
551,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28336
552,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30856
553,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,27060
554,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22980
555,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22980
556,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,27060
557,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12635
558,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28336
559,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30856
560,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9340
561,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,28336
562,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,28336
563,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
564,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
565,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13715
566,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24900
567,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,11675
568,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11020
569,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33610
570,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
571,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10060
572,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22980
573,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10060
574,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,9340
575,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,27060
576,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
577,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31090
578,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
579,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,22980
580,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,33610
581,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
582,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33610
583,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13715
584,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13715
