,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_2,timespan_3,timespan_4,cost
319,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
320,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
321,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
322,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
323,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
324,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
325,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
326,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
327,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
328,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
329,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
330,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
331,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
332,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
333,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
334,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
335,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
336,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
337,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
338,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
339,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
340,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
341,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
342,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
343,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
344,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
345,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
346,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
347,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
348,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
349,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
350,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
351,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
352,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
353,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
354,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
355,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
356,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
357,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
358,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
359,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
360,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
361,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
362,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
363,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
364,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
365,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
366,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
367,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
368,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,83609
369,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
370,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
371,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
372,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
373,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
374,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
375,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
376,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
377,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
378,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
379,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,89029
380,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
381,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
382,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
383,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
384,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
385,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
386,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
387,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
388,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
389,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
390,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
391,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
392,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
393,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
394,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
395,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
396,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
397,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
398,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
399,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
400,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
401,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
402,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
403,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
404,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
405,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
406,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
407,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
408,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
409,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
410,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
411,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
412,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
413,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
414,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
415,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
416,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
417,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
418,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
419,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
420,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
421,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
422,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
423,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
424,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
425,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
426,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
427,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
428,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
429,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
430,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
431,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
432,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
433,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
434,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
435,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
436,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
437,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
438,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
439,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
440,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
441,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
442,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
443,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
444,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
445,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
446,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
447,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
448,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
449,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
450,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
451,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
452,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
453,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
454,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
455,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
456,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
457,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
458,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
459,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
460,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
461,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
462,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
463,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
464,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
465,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
466,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
467,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
468,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
469,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
470,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
471,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,83609
472,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
473,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
474,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
475,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
476,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
477,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
478,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
479,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
480,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,59777
481,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
482,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
483,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
484,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
485,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
486,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
487,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
488,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
489,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
490,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
491,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
492,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
493,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
494,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
495,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,70697
496,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
497,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
498,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
499,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
500,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
501,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
502,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
503,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
504,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
505,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
506,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
507,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
508,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
509,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
510,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
511,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
512,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
513,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
514,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
515,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
516,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
517,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
518,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
519,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
520,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
521,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
522,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
523,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
524,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
525,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
526,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
527,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
528,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
529,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
530,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
531,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
532,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
533,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
534,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,90725
535,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
536,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,59777
537,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
538,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
539,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
540,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
541,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
542,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
543,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
544,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
545,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
546,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
547,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
548,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
549,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
550,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
551,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
552,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
553,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
554,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
555,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
556,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
557,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
558,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
559,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
560,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
561,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
562,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
563,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
564,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
565,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
566,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
567,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
568,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
569,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
570,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
571,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
572,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
573,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
574,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
575,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
576,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
577,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
578,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
579,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
580,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
581,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
582,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
583,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
584,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
585,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
586,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
587,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
588,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
589,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
590,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
591,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
592,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
593,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
594,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
595,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
596,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
597,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
598,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
599,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
600,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
601,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
602,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
603,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
604,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
605,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
606,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
607,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
608,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
609,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
610,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
611,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
612,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
613,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
614,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
615,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
616,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
617,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
618,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
619,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
620,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
621,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
622,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
623,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
624,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
625,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
626,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
627,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
628,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
629,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
630,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
631,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
632,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
633,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
634,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
635,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
636,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
637,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
638,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
639,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
640,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
