,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Hangzhou,startLocation_Hefei,startLocation_Shanghai,startLocation_Wuxi,endLocation_Hangzhou,endLocation_Hefei,endLocation_Shanghai,endLocation_Wuxi,timespan_2,timespan_3,timespan_4,timespan_5,cost
304,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33719
305,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
306,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41868
307,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12532
308,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13732
309,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45618
310,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,45618
311,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11632
312,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
313,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13732
314,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,38718
315,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12532
316,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13732
317,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,33719
318,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
319,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
320,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
321,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38449
322,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35299
323,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13732
324,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
325,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,28619
326,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
327,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,17089
328,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38718
329,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38449
330,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
331,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
332,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,33719
333,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,31019
334,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
335,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,33719
336,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33719
337,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14539
338,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28619
339,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15739
340,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38718
341,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
342,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,11632
343,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
344,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
345,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15739
346,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11632
347,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,32599
348,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
349,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11632
350,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13732
351,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
352,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32599
353,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
354,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
355,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12532
356,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,31019
357,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
358,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
359,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,13732
360,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12532
361,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13732
362,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
363,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,35299
364,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14539
365,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13732
366,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
367,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
368,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38718
369,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33719
370,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,38718
371,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38449
372,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11632
373,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13732
374,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
375,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15739
376,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11632
377,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,35299
378,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
379,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11632
380,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11632
381,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38449
382,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38718
383,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45618
384,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41868
385,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35299
386,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11632
387,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,31019
388,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38449
389,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41868
390,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12532
391,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,15739
392,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
393,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11632
394,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
395,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12532
396,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13732
397,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41868
398,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11632
399,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,31019
400,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13732
401,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
402,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
403,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14539
404,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11632
405,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
406,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17089
407,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,38718
408,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,17089
409,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
410,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
411,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,32599
412,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,33719
413,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
414,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,31019
415,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,32599
416,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38449
417,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
418,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
419,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
420,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35299
421,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,31019
422,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13732
423,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,32599
424,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17089
425,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
426,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35299
427,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13732
428,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32599
429,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
430,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38449
431,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15739
432,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
433,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13732
434,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15739
435,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,33719
436,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12532
437,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13732
438,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41868
439,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
440,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
441,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,12532
442,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13732
443,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38449
444,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12532
445,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32599
446,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,17089
447,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45618
448,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
449,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
450,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38718
451,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,15739
452,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
453,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11632
454,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12532
455,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17089
456,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32599
457,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12532
458,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11632
459,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
460,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
461,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33719
462,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15739
463,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,31019
464,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
465,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
466,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41868
467,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
468,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14539
469,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45618
470,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38718
471,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12532
472,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
473,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12532
474,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12532
475,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45618
476,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13732
477,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11632
478,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
479,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,13732
480,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,33719
481,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
482,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
483,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17089
484,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13732
485,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,38718
486,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,38449
487,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
488,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,31019
489,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,38718
490,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15739
491,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
492,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
493,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,33719
494,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11632
495,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11632
496,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,31019
497,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14539
498,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38449
499,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,33719
500,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
501,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,28619
502,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
503,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,31019
504,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
505,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15739
506,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13732
507,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,38449
508,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,33719
509,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,31019
510,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12532
511,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,45618
512,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
513,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
514,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13732
515,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12532
516,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32599
517,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28619
518,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14539
519,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,11632
520,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
521,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
522,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
523,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17089
524,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32599
525,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
526,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
527,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17089
528,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
529,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
530,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,1,0,0,33719
531,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32599
532,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
533,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13732
534,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38449
535,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
536,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,35299
537,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,35299
538,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
539,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,33719
540,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14539
541,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,31019
542,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13732
543,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38449
544,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,12532
545,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
546,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13732
547,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11632
548,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11632
549,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
550,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38449
551,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
552,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,35299
553,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11632
554,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
555,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,28619
556,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
557,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,28619
558,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
559,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,31019
560,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
561,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11632
562,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
563,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,33719
564,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41868
565,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
566,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,28619
567,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
568,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,45618
569,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
570,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12532
571,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
572,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
573,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
574,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
575,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
576,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38449
577,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
578,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11632
579,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
580,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,28619
581,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32599
582,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
583,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38449
584,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,33719
585,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41868
586,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,32599
587,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
588,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
589,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12532
590,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
591,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33719
592,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
593,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
594,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32599
595,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13732
596,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15739
597,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
598,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
599,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,33719
600,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
601,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,12532
602,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,28619
603,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17089
604,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,11632
605,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13732
606,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13732
607,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11632
608,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,13732
609,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
610,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17089
611,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
