,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_2,timespan_3,timespan_4,timespan_5,cost
304,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,1,0,0,0,97472
305,3,507.4562962497442,334,90,0,0,0,1,0,1,0,0,0,1,0,0,0,64535
306,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,0,0,0,1,54514
307,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,0,0,0,1,54514
308,1,650.2676800234859,506,90,0,0,1,0,0,0,0,0,1,0,0,0,1,97472
309,3,507.4562962497442,334,90,0,0,0,1,0,1,0,0,0,0,0,0,1,64535
310,1,323.90751532178933,252,90,0,0,1,0,0,0,0,1,0,0,1,0,0,48625
311,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,0,1,0,0,54514
312,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,0,0,0,1,54514
313,1,507.4562962497442,395,90,0,1,0,0,0,0,0,1,0,0,0,1,0,76125
314,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,0,0,0,1,54514
315,2,637.9145943128929,455,90,0,0,0,0,1,1,0,0,0,1,0,0,0,87760
316,3,507.4562962497442,334,90,0,0,0,1,0,1,0,0,0,0,1,0,0,64535
317,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,1,0,0,76125
318,3,637.9145943128929,420,90,0,1,0,0,0,0,0,0,1,0,0,1,0,81110
319,1,429.15928932709096,334,90,0,0,0,1,0,0,0,0,1,0,1,0,0,64394
320,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
321,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,1,0,0,64394
322,2,323.90751532178933,231,90,0,0,1,0,0,0,0,1,0,0,0,0,1,44635
323,1,637.9145943128929,497,90,0,1,0,0,0,0,0,0,1,0,0,0,1,95740
324,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,1,0,0,0,97472
325,3,650.2676800234859,428,90,0,0,0,0,1,0,1,0,0,0,0,1,0,82652
326,3,323.90751532178933,213,90,0,0,0,1,0,0,1,0,0,1,0,0,0,41215
327,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,0,1,0,41215
328,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,0,0,1,41215
329,1,650.2676800234859,506,90,0,0,1,0,0,0,0,0,1,1,0,0,0,97472
330,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
331,2,296.0347511595893,211,90,0,1,0,0,0,0,1,0,0,0,0,1,0,40784
332,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,0,1,0,76125
333,3,507.4562962497442,334,90,0,0,0,1,0,1,0,0,0,1,0,0,0,64535
334,3,637.9145943128929,420,90,0,1,0,0,0,0,0,0,1,0,0,1,0,81110
335,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,1,0,0,0,44635
336,1,323.90751532178933,252,90,0,0,1,0,0,0,0,1,0,0,0,1,0,48625
337,3,637.9145943128929,420,90,0,0,0,0,1,1,0,0,0,0,0,0,1,81110
338,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,0,0,1,0,54514
339,1,296.0347511595893,230,90,0,1,0,0,0,0,1,0,0,0,1,0,0,44394
340,3,637.9145943128929,420,90,0,0,0,0,1,1,0,0,0,0,0,1,0,81110
341,2,323.90751532178933,231,90,0,0,1,0,0,0,0,1,0,0,0,1,0,44635
342,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,0,0,1,64394
343,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,0,0,1,0,54514
344,3,323.90751532178933,213,90,0,0,0,1,0,0,1,0,0,1,0,0,0,41215
345,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
346,2,507.4562962497442,362,90,0,1,0,0,0,0,0,1,0,0,1,0,0,69855
347,2,296.0347511595893,211,90,0,0,1,0,0,1,0,0,0,0,0,0,1,40784
348,2,296.0347511595893,211,90,0,1,0,0,0,0,1,0,0,0,0,0,1,40784
349,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,0,0,0,1,82652
350,3,429.15928932709096,282,90,0,0,0,0,1,0,0,1,0,0,1,0,0,54514
351,1,650.2676800234859,506,90,0,0,1,0,0,0,0,0,1,0,1,0,0,97472
352,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,0,1,0,64394
353,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,0,0,1,59074
354,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,1,0,0,0,82652
355,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,0,0,0,1,54514
356,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,1,0,0,0,87760
357,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,0,0,1,0,89492
358,3,650.2676800234859,428,90,0,0,1,0,0,0,0,0,1,0,0,1,0,82652
359,3,296.0347511595893,195,90,0,0,1,0,0,1,0,0,0,0,0,0,1,37744
360,3,323.90751532178933,213,90,0,0,1,0,0,0,0,1,0,0,0,1,0,41215
361,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,0,1,0,0,44635
362,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,0,0,0,1,69855
363,3,296.0347511595893,195,90,0,1,0,0,0,0,1,0,0,0,0,1,0,37744
364,3,429.15928932709096,282,90,0,0,0,1,0,0,0,0,1,0,0,0,1,54514
365,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,0,1,0,0,89492
366,1,650.2676800234859,506,90,0,0,0,0,1,0,1,0,0,0,1,0,0,97472
367,2,323.90751532178933,231,90,0,0,0,1,0,0,1,0,0,0,0,0,1,44635
368,1,507.4562962497442,395,90,0,1,0,0,0,0,0,1,0,0,0,1,0,76125
369,1,296.0347511595893,230,90,0,1,0,0,0,0,1,0,0,1,0,0,0,44394
370,1,507.4562962497442,395,90,0,0,0,1,0,1,0,0,0,0,1,0,0,76125
371,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,0,0,0,1,89492
372,2,637.9145943128929,455,90,0,1,0,0,0,0,0,0,1,0,0,0,1,87760
373,3,296.0347511595893,195,90,0,0,1,0,0,1,0,0,0,0,0,1,0,37744
374,2,429.15928932709096,306,90,0,0,0,0,1,0,0,1,0,0,1,0,0,59074
375,3,507.4562962497442,334,90,0,0,0,1,0,1,0,0,0,0,0,1,0,64535
376,2,650.2676800234859,464,90,0,0,1,0,0,0,0,0,1,0,0,0,1,89492
377,1,637.9145943128929,497,90,0,1,0,0,0,0,0,0,1,0,0,0,1,95740
378,2,296.0347511595893,211,90,0,0,1,0,0,1,0,0,0,0,0,0,1,40784
379,1,296.0347511595893,230,90,0,1,0,0,0,0,1,0,0,0,1,0,0,44394
380,1,429.15928932709096,334,90,0,0,0,0,1,0,0,1,0,0,0,0,1,64394
381,2,507.4562962497442,362,90,0,0,0,1,0,1,0,0,0,0,1,0,0,69855
382,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,0,97310
383,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,64232
384,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,37582
385,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,37582
386,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,0,87598
387,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,64232
388,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,0,69693
389,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,0,1,82490
390,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,0,64373
391,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,0,1,69693
392,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,0,64232
393,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,69693
394,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,0,75963
395,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,37582
396,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,0,89330
397,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44473
398,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44473
399,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,0,1,37582
400,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,97310
401,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40622
402,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,0,1,44232
403,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,0,97310
404,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,44232
405,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69693
406,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,97310
407,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,54352
408,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,0,48463
409,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,48463
410,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,0,64373
411,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,64373
412,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,64232
413,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,0,75963
414,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,44232
415,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44473
416,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
417,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,0,80948
418,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,64232
419,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,0,97310
420,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,0,80948
421,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,75963
422,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44232
423,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95578
424,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,95578
425,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58912
426,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41053
427,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,0,89330
428,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,0,54352
429,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41053
430,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58912
431,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58912
432,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95578
433,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
434,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,64232
435,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58912
436,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,0,1,87598
437,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,80948
438,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40622
439,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,0,69693
440,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,0,69693
441,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58912
442,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,95578
443,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,54352
444,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,87598
445,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37582
446,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,0,69693
447,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40622
448,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,0,1,87598
449,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,54352
450,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,0,82490
451,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,54352
452,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40622
453,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,95578
454,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,0,80948
455,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
456,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,0,69693
457,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44473
458,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,89330
459,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,87598
460,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,82490
461,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,89330
462,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,0,64373
463,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,97310
464,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44473
465,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,0,95578
466,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,80948
467,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,75963
468,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,89330
469,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48463
470,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,54352
471,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
472,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44232
473,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,0,54352
474,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,80948
475,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,64373
476,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69693
477,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,54352
478,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,40622
479,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,0,1,80948
480,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,0,1,97310
481,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40622
482,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,80948
483,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,95578
484,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48463
485,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,80948
486,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,64373
487,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,0,1,75963
488,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,54352
489,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,0,1,37582
490,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44232
491,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,44473
492,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44232
493,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,54352
494,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58912
495,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,80948
496,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,0,95578
497,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,97310
498,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,54352
499,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,75963
500,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58912
501,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,0,64373
502,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,0,87598
503,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,80948
504,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,0,95578
505,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,40622
506,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,0,80948
507,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,54352
508,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,69693
509,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,69693
510,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,95578
511,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,89330
512,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,0,64373
513,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,64232
514,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48463
515,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41053
516,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,97310
517,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,40622
518,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,87598
519,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,95578
520,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,97310
521,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,0,1,75963
522,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,80948
523,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,0,89330
524,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,82490
525,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80948
526,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,54352
527,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,0,37582
528,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40622
529,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,64373
530,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,37582
531,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,0,75963
532,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,0,1,75963
533,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,0,97310
534,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,44232
535,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,41053
536,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,89330
537,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,0,97310
538,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,48463
539,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
540,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37582
541,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,89330
542,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,64232
543,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,82490
544,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,0,40622
545,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58912
546,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,0,64232
547,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
548,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,37582
549,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,89330
550,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,64373
551,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,82490
552,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95578
553,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,80948
554,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40622
555,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,0,1,64232
556,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,0,95578
557,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,48463
558,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58912
559,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,0,95578
560,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,0,75963
561,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,64373
562,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,37582
563,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,82490
564,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,0,64373
565,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40622
566,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,0,1,37582
567,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,54352
568,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,0,1,87598
569,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,69693
570,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44473
571,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,44473
572,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,69693
573,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,0,1,44232
574,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,48463
575,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37582
576,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,95578
577,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,80948
578,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82490
579,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44232
580,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,97310
581,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44232
582,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,97310
583,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,87598
584,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,0,1,64232
585,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44473
586,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,48463
587,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,75963
588,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,64373
589,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,0,1,97310
590,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,44232
591,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,64232
592,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,44473
593,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,89330
594,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,0,1,75963
595,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58912
596,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,44232
597,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
598,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,0,64373
599,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912
600,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37582
601,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44473
602,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,0,89330
603,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,0,80948
604,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,64232
605,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,0,1,75963
606,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,44232
607,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,37582
608,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58912
609,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,44473
610,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,64232
611,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,54352
