,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,timespan_6,cost
810,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,74701
811,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39798
812,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66599
813,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
814,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31654
815,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
816,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29154
817,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
818,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,41573
819,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
820,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20766
821,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
822,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45073
823,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
824,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45073
825,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
826,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41573
827,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,72599
828,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,49073
829,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,19266
830,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,49073
831,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,22766
832,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
833,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31654
834,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39798
835,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
836,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
837,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
838,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45073
839,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,22766
840,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,43048
841,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,66599
842,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
843,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43048
844,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20766
845,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
846,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
847,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
848,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
849,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
850,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
851,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34404
852,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,29154
853,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41573
854,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20766
855,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22766
856,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,29154
857,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66599
858,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29154
859,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
860,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,81451
861,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
862,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,49073
863,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41573
864,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43048
865,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41573
866,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61599
867,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,39798
868,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
869,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,46798
870,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31654
871,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,46798
872,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34404
873,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
874,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31654
875,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,74701
876,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
877,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34404
878,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,46798
879,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,74701
880,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,39798
881,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,74701
882,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45073
883,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20766
884,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31654
885,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49073
886,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20766
887,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
888,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,61599
889,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31654
890,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19266
891,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,49073
892,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45073
893,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
894,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
895,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43048
896,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
897,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,81451
898,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,46798
899,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
900,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34404
901,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
902,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,41573
903,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
904,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
905,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
906,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,46798
907,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
908,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
909,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20766
910,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,39798
911,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,49073
912,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
913,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
914,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19266
915,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,81451
916,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19266
917,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34404
918,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
919,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,72599
920,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,68951
921,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61599
922,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49073
923,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45073
924,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
925,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
926,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34404
927,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
928,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,19266
929,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22766
930,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,72599
931,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
932,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
933,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31654
934,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
935,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,81451
936,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,46798
937,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34404
938,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,22766
939,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20766
940,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,68951
941,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,22766
942,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
943,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,81451
944,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43048
945,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,72599
946,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
947,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39798
948,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74701
949,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
950,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
951,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46798
952,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,68951
953,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,72599
954,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39798
955,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49073
956,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,81451
957,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39798
958,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,81451
959,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74701
960,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
961,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
962,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
963,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31654
964,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
965,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,46798
966,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19266
967,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,68951
968,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,72599
969,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
970,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
971,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
972,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
973,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,39798
974,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
975,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
976,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,49073
977,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
978,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,49073
979,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
980,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34404
981,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22766
982,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45073
983,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
984,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,39798
985,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45073
986,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,81451
987,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
988,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45073
989,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,61599
990,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,20766
991,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
992,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19266
993,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
994,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,81451
995,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
996,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
997,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29154
998,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22766
999,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
1000,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39798
1001,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,46798
1002,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34404
1003,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
1004,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,68951
1005,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,29154
1006,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,66599
1007,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49073
1008,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22766
1009,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,41573
1010,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,22766
1011,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31654
1012,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20766
1013,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19266
1014,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,41573
1015,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
1016,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,22766
1017,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,66599
1018,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
1019,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,61599
1020,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,45073
1021,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1022,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39798
1023,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45073
1024,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,68951
1025,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68951
1026,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74701
1027,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
1028,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,46798
1029,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45073
1030,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,41573
1031,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,19266
1032,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
1033,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66599
1034,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61599
1035,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,43048
1036,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
1037,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,66599
1038,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
1039,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66599
1040,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
1041,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
1042,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22766
1043,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,68951
1044,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
1045,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43048
1046,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66599
1047,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
1048,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19266
1049,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
1050,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
1051,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,74701
1052,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45073
1053,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
1054,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
1055,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,49073
1056,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74701
1057,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66599
1058,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19266
1059,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
1060,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
1061,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74701
1062,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,41573
1063,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
1064,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49073
1065,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,20766
1066,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
1067,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20766
1068,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20766
1069,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
1070,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
1071,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31654
1072,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,68951
1073,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,39798
1074,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31654
1075,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
1076,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66599
1077,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,49073
1078,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20766
1079,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41573
1080,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20766
1081,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,41573
1082,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1083,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66599
1084,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
1085,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,49073
1086,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,49073
1087,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,22766
1088,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45073
1089,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29154
1090,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19266
1091,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45073
1092,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49073
1093,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29154
1094,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,72599
1095,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,46798
1096,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
1097,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20766
1098,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
1099,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
1100,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72599
1101,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
