,Age,workclass,People,Education,EduNum,Marriage,WorkType,Family,Race,Sex,capitalgain,capitalloss,hours,Country,IncomeRes
3797,68,2.0,339168,0.0,13,1.0,7.0,1.0,0.0,0.0,0,0,30,0.0,0.0
3798,30,2.0,504725,12.0,6,0.0,5.0,5.0,0.0,0.0,0,0,18,27.0,0.0
3799,28,2.0,132870,2.0,7,1.0,6.0,1.0,0.0,0.0,0,0,45,0.0,0.0
3800,54,4.0,135840,12.0,6,1.0,12.0,1.0,0.0,0.0,0,0,45,0.0,0.0
3801,30,2.0,35644,1.0,9,0.0,4.0,3.0,0.0,0.0,0,0,10,0.0,0.0
3802,22,2.0,198148,5.0,10,0.0,0.0,3.0,0.0,0.0,0,0,50,0.0,0.0
3803,25,2.0,220098,1.0,9,0.0,4.0,3.0,0.0,0.0,0,0,30,0.0,0.0
3804,19,2.0,262515,2.0,7,0.0,4.0,5.0,0.0,0.0,0,0,20,0.0,0.0
3805,19,5.0,423863,5.0,10,0.0,11.0,3.0,0.0,1.0,0,0,35,0.0,0.0
3806,32,3.0,111567,10.0,15,1.0,3.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3807,23,2.0,194096,0.0,13,0.0,1.0,3.0,0.0,1.0,0,0,40,0.0,0.0
3808,51,4.0,420917,0.0,13,1.0,3.0,1.0,0.0,0.0,0,0,45,0.0,0.0
3809,25,2.0,197871,5.0,10,1.0,5.0,1.0,0.0,0.0,0,0,44,0.0,1.0
3810,46,4.0,253116,0.0,13,0.0,3.0,0.0,1.0,1.0,0,0,40,0.0,0.0
3811,38,2.0,206535,5.0,10,2.0,10.0,4.0,0.0,1.0,0,0,50,0.0,0.0
3812,26,0.0,70447,1.0,9,1.0,12.0,1.0,2.0,0.0,0,0,40,0.0,1.0
3813,46,2.0,201217,1.0,9,2.0,3.0,0.0,0.0,1.0,0,0,40,0.0,0.0
3814,25,2.0,209970,0.0,13,0.0,3.0,0.0,0.0,1.0,0,0,40,0.0,0.0
3815,20,2.0,196745,5.0,10,0.0,4.0,3.0,0.0,1.0,594,0,16,0.0,0.0
3816,29,4.0,175262,3.0,14,1.0,3.0,5.0,0.0,0.0,0,0,35,0.0,0.0
3817,51,6.0,304955,3.0,14,1.0,1.0,1.0,0.0,0.0,0,0,50,0.0,1.0
3818,40,2.0,181265,5.0,10,1.0,6.0,1.0,0.0,0.0,0,0,52,0.0,0.0
3819,24,2.0,200973,5.0,10,0.0,0.0,0.0,0.0,1.0,0,0,40,0.0,0.0
3820,24,1.0,37440,0.0,13,0.0,8.0,4.0,0.0,0.0,0,0,50,0.0,0.0
3821,31,2.0,395170,7.0,11,1.0,4.0,2.0,3.0,1.0,0,0,24,5.0,0.0
3822,54,5.0,32385,1.0,9,2.0,11.0,0.0,0.0,1.0,0,0,30,0.0,0.0
3823,34,2.0,353213,6.0,12,4.0,6.0,0.0,0.0,0.0,0,0,60,0.0,0.0
3824,19,2.0,38619,5.0,10,0.0,8.0,3.0,0.0,0.0,0,0,66,0.0,0.0
3825,21,2.0,177711,1.0,9,0.0,7.0,3.0,1.0,0.0,0,0,40,0.0,0.0
3826,21,2.0,190761,12.0,6,1.0,8.0,1.0,0.0,0.0,0,0,70,0.0,0.0
3827,23,2.0,27776,5.0,10,1.0,7.0,1.0,0.0,0.0,0,0,24,0.0,0.0
3828,37,3.0,470663,5.0,10,0.0,6.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3829,40,2.0,71738,3.0,14,1.0,1.0,1.0,0.0,0.0,0,0,46,0.0,1.0
3830,57,2.0,74156,1.0,9,1.0,4.0,1.0,0.0,0.0,0,0,30,0.0,0.0
3831,48,2.0,202467,0.0,13,1.0,3.0,1.0,0.0,0.0,0,1485,40,0.0,1.0
3832,24,2.0,123983,2.0,7,1.0,7.0,1.0,2.0,0.0,0,0,40,37.0,0.0
3833,43,2.0,193494,5.0,10,1.0,3.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3834,32,5.0,169886,0.0,13,0.0,11.0,0.0,0.0,1.0,0,0,20,4.0,0.0
3835,40,2.0,130571,1.0,9,0.0,4.0,0.0,0.0,1.0,0,0,40,0.0,0.0
3836,52,6.0,90363,10.0,15,1.0,3.0,1.0,0.0,0.0,99999,0,35,0.0,1.0
3837,49,2.0,83444,1.0,9,2.0,1.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3838,45,1.0,239093,5.0,10,1.0,1.0,1.0,3.0,0.0,3137,0,40,0.0,0.0
3839,62,4.0,151369,1.0,9,0.0,6.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3840,29,2.0,56630,7.0,11,1.0,0.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3841,49,2.0,117095,1.0,9,4.0,9.0,4.0,0.0,1.0,0,0,40,0.0,0.0
3842,55,3.0,189985,5.0,10,2.0,0.0,4.0,1.0,1.0,0,0,40,0.0,0.0
3843,20,5.0,34862,5.0,10,0.0,11.0,3.0,3.0,0.0,0,0,72,0.0,0.0
3844,37,6.0,126675,0.0,13,0.0,1.0,3.0,0.0,0.0,0,0,40,0.0,0.0
3845,43,0.0,199806,0.0,13,1.0,0.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3846,29,2.0,57596,5.0,10,2.0,0.0,0.0,0.0,1.0,0,0,40,0.0,0.0
3847,44,2.0,103459,1.0,9,1.0,5.0,2.0,0.0,1.0,0,0,40,0.0,1.0
3848,28,2.0,282398,5.0,10,4.0,10.0,4.0,0.0,0.0,0,0,40,0.0,1.0
3849,38,2.0,298841,5.0,10,0.0,1.0,0.0,0.0,1.0,0,0,45,0.0,0.0
3850,45,2.0,33300,7.0,11,1.0,5.0,1.0,0.0,0.0,0,1977,50,0.0,1.0
3851,22,5.0,306031,5.0,10,0.0,11.0,3.0,0.0,0.0,0,0,40,0.0,0.0
3852,19,2.0,306467,5.0,10,0.0,4.0,3.0,0.0,1.0,0,0,20,0.0,0.0
3853,20,2.0,189888,15.0,8,0.0,4.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3854,60,2.0,83861,1.0,9,1.0,2.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3855,30,2.0,117393,1.0,9,0.0,5.0,0.0,0.0,1.0,0,0,40,0.0,0.0
3856,22,2.0,129934,5.0,10,0.0,0.0,0.0,2.0,0.0,0,0,40,4.0,0.0
3857,51,2.0,179010,5.0,10,2.0,5.0,0.0,0.0,1.0,0,0,60,0.0,0.0
3858,31,2.0,375680,0.0,13,0.0,3.0,4.0,1.0,1.0,0,0,40,4.0,0.0
3859,48,2.0,316101,1.0,9,2.0,1.0,4.0,0.0,1.0,0,0,40,0.0,0.0
3860,43,2.0,293305,0.0,13,1.0,5.0,1.0,0.0,0.0,0,1887,40,0.0,1.0
3861,51,4.0,175750,1.0,9,2.0,7.0,4.0,1.0,0.0,0,0,40,0.0,0.0
3862,41,2.0,121718,7.0,11,1.0,10.0,1.0,0.0,0.0,0,1848,48,0.0,1.0
3863,62,5.0,94931,7.0,11,1.0,11.0,1.0,0.0,0.0,3411,0,40,0.0,0.0
3864,50,0.0,229272,1.0,9,1.0,6.0,1.0,1.0,0.0,0,0,40,0.0,1.0
3865,46,2.0,142828,1.0,9,1.0,5.0,2.0,0.0,1.0,0,0,40,0.0,1.0
3866,54,2.0,22743,5.0,10,1.0,7.0,1.0,0.0,0.0,15024,0,60,0.0,1.0
3867,68,2.0,76371,1.0,9,1.0,2.0,1.0,0.0,0.0,0,0,45,0.0,1.0
3868,23,1.0,216129,6.0,12,0.0,6.0,0.0,0.0,0.0,0,0,30,0.0,0.0
3869,49,2.0,107425,3.0,14,0.0,5.0,0.0,0.0,1.0,0,0,35,0.0,0.0
3870,24,2.0,611029,12.0,6,1.0,2.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3871,30,4.0,363032,1.0,9,1.0,12.0,1.0,1.0,0.0,0,0,40,0.0,0.0
3872,38,2.0,170020,1.0,9,1.0,9.0,1.0,0.0,0.0,3137,0,45,0.0,0.0
3873,34,2.0,137900,1.0,9,0.0,5.0,0.0,0.0,1.0,0,0,35,0.0,0.0
3874,22,2.0,322674,5.0,10,0.0,1.0,3.0,0.0,0.0,0,0,40,0.0,0.0
3875,30,2.0,23778,8.0,4,4.0,2.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3876,61,2.0,147845,8.0,4,1.0,7.0,1.0,0.0,0.0,0,0,31,0.0,0.0
3877,36,2.0,175759,1.0,9,2.0,1.0,4.0,0.0,0.0,0,0,40,0.0,0.0
3878,51,6.0,166459,7.0,11,1.0,1.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3879,43,2.0,128212,11.0,3,1.0,9.0,2.0,2.0,1.0,0,0,40,37.0,1.0
3880,54,3.0,127455,5.0,10,1.0,12.0,1.0,0.0,0.0,0,0,48,0.0,1.0
3881,63,2.0,134699,1.0,9,6.0,3.0,0.0,0.0,1.0,0,0,25,0.0,0.0
3882,51,2.0,254230,5.0,10,1.0,1.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3883,63,1.0,159715,12.0,6,1.0,9.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3884,51,4.0,116286,3.0,14,1.0,3.0,1.0,0.0,0.0,0,0,60,0.0,1.0
3885,27,2.0,146719,1.0,9,2.0,5.0,3.0,0.0,1.0,0,0,35,0.0,0.0
3886,35,2.0,361888,6.0,12,1.0,10.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3887,31,5.0,26553,0.0,13,1.0,11.0,2.0,0.0,1.0,0,0,25,0.0,1.0
3888,46,1.0,32825,1.0,9,4.0,6.0,4.0,0.0,0.0,0,0,40,0.0,0.0
3889,53,2.0,225768,7.0,11,1.0,6.0,1.0,1.0,0.0,0,0,40,0.0,1.0
3890,26,3.0,393728,5.0,10,2.0,0.0,3.0,0.0,0.0,0,0,24,0.0,0.0
3891,43,2.0,160369,1.0,9,0.0,9.0,3.0,0.0,0.0,0,0,40,0.0,0.0
3892,39,2.0,191807,1.0,9,1.0,5.0,1.0,0.0,0.0,15024,0,50,0.0,1.0
3893,50,3.0,176969,1.0,9,2.0,3.0,0.0,0.0,0.0,0,1590,40,0.0,0.0
3894,54,3.0,33863,1.0,9,1.0,0.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3895,62,5.0,182687,5.0,10,1.0,11.0,2.0,0.0,1.0,0,0,45,0.0,1.0
3896,57,0.0,141459,5.0,10,2.0,3.0,4.0,0.0,1.0,0,0,40,0.0,0.0
3897,19,5.0,174233,5.0,10,0.0,11.0,3.0,1.0,0.0,0,0,24,0.0,0.0
3898,29,4.0,95393,1.0,9,0.0,4.0,3.0,0.0,0.0,0,0,20,0.0,0.0
3899,20,2.0,221095,1.0,9,0.0,6.0,5.0,1.0,0.0,0,0,40,0.0,0.0
3900,53,2.0,104501,0.0,13,1.0,1.0,1.0,0.0,0.0,0,1902,55,0.0,1.0
3901,18,5.0,437851,5.0,10,0.0,11.0,3.0,0.0,0.0,0,0,40,0.0,0.0
3902,22,5.0,131230,5.0,10,0.0,11.0,3.0,0.0,0.0,0,0,40,0.0,0.0
3903,23,2.0,495888,1.0,9,0.0,4.0,0.0,0.0,0.0,0,0,40,25.0,0.0
3904,69,2.0,185691,2.0,7,1.0,0.0,1.0,0.0,0.0,0,0,20,0.0,0.0
3905,56,2.0,201822,8.0,4,1.0,2.0,1.0,0.0,0.0,0,2002,40,0.0,0.0
3906,53,4.0,549341,0.0,13,1.0,3.0,1.0,1.0,0.0,0,0,35,0.0,0.0
3907,28,2.0,247445,1.0,9,0.0,0.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3908,28,2.0,199566,0.0,13,1.0,4.0,1.0,1.0,0.0,0,0,40,0.0,0.0
3909,33,6.0,139057,1.0,9,1.0,1.0,1.0,2.0,0.0,0,0,84,21.0,1.0
3910,48,2.0,185039,1.0,9,2.0,5.0,4.0,0.0,1.0,0,0,30,0.0,0.0
3911,61,2.0,166124,1.0,9,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3912,49,2.0,82649,0.0,13,1.0,3.0,1.0,0.0,0.0,5013,0,45,0.0,0.0
3913,48,2.0,109275,5.0,10,1.0,1.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3914,32,2.0,408328,8.0,4,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3915,51,2.0,186338,1.0,9,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3916,27,5.0,130856,0.0,13,0.0,11.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3917,19,2.0,251579,5.0,10,0.0,4.0,3.0,0.0,0.0,0,0,14,0.0,0.0
3918,47,2.0,76612,1.0,9,1.0,3.0,1.0,0.0,0.0,0,0,50,0.0,0.0
3919,25,2.0,22546,0.0,13,0.0,7.0,3.0,0.0,0.0,0,0,60,0.0,0.0
3920,72,2.0,53684,5.0,10,1.0,12.0,1.0,1.0,0.0,0,0,40,0.0,0.0
3921,29,2.0,183627,2.0,7,2.0,6.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3922,22,2.0,73203,1.0,9,0.0,0.0,3.0,0.0,1.0,0,0,40,0.0,0.0
3923,57,2.0,108426,1.0,9,1.0,4.0,1.0,1.0,0.0,0,0,48,9.0,0.0
3924,50,2.0,116287,6.0,12,1.0,0.0,1.0,0.0,0.0,0,0,60,16.0,0.0
3925,45,6.0,145697,5.0,10,1.0,5.0,1.0,0.0,0.0,0,0,30,0.0,0.0
3926,52,2.0,326156,5.0,10,2.0,3.0,0.0,0.0,0.0,0,0,40,0.0,1.0
3927,53,2.0,201127,3.0,14,1.0,1.0,1.0,0.0,0.0,0,0,48,0.0,1.0
3928,36,2.0,250791,1.0,9,1.0,2.0,1.0,0.0,0.0,0,0,48,0.0,0.0
3929,46,2.0,328216,1.0,9,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3930,20,2.0,400443,1.0,9,0.0,5.0,3.0,0.0,1.0,0,0,20,0.0,0.0
3931,75,2.0,95985,11.0,3,6.0,4.0,4.0,1.0,0.0,0,0,10,0.0,0.0
3932,32,4.0,127651,1.0,9,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3933,28,2.0,250679,1.0,9,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3934,53,2.0,103950,3.0,14,2.0,3.0,0.0,0.0,1.0,0,0,40,0.0,0.0
3935,17,2.0,200199,2.0,7,0.0,5.0,3.0,0.0,1.0,0,0,35,0.0,0.0
3936,46,0.0,295791,7.0,11,2.0,0.0,4.0,0.0,1.0,0,0,38,0.0,0.0
3937,39,2.0,191841,6.0,12,4.0,3.0,0.0,0.0,1.0,0,0,30,0.0,0.0
3938,38,2.0,82622,5.0,10,2.0,6.0,4.0,0.0,0.0,0,0,40,0.0,0.0
3939,36,2.0,160728,1.0,9,1.0,9.0,1.0,0.0,0.0,0,0,60,0.0,0.0
3940,63,4.0,109849,0.0,13,0.0,3.0,0.0,1.0,1.0,0,0,21,0.0,0.0
3941,28,2.0,339897,13.0,2,1.0,9.0,1.0,0.0,0.0,0,0,43,5.0,0.0
3942,28,5.0,37215,0.0,13,0.0,11.0,3.0,0.0,0.0,0,0,45,0.0,0.0
3943,49,2.0,371299,1.0,9,0.0,0.0,4.0,0.0,1.0,0,0,35,0.0,0.0
3944,43,2.0,421837,5.0,10,1.0,9.0,1.0,0.0,0.0,0,0,40,5.0,0.0
3945,38,2.0,29702,0.0,13,1.0,1.0,1.0,0.0,0.0,0,0,45,0.0,1.0
3946,39,2.0,117381,1.0,9,0.0,10.0,0.0,0.0,0.0,0,0,62,9.0,0.0
3947,42,5.0,240027,1.0,9,2.0,11.0,0.0,1.0,1.0,0,0,40,0.0,0.0
3948,40,2.0,338740,1.0,9,1.0,1.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3949,45,5.0,28359,1.0,9,4.0,11.0,4.0,0.0,1.0,0,0,10,0.0,0.0
3950,29,5.0,315026,1.0,9,2.0,11.0,4.0,0.0,1.0,0,0,40,0.0,0.0
3951,24,3.0,314525,0.0,13,0.0,3.0,0.0,0.0,0.0,0,1741,45,0.0,0.0
3952,30,2.0,173005,5.0,10,1.0,10.0,1.0,0.0,0.0,0,0,50,0.0,1.0
3953,44,2.0,286750,5.0,10,1.0,7.0,1.0,1.0,0.0,0,0,40,0.0,0.0
3954,40,2.0,163985,1.0,9,1.0,5.0,1.0,0.0,0.0,0,0,24,0.0,0.0
3955,30,2.0,219318,1.0,9,0.0,9.0,5.0,0.0,1.0,0,0,35,7.0,0.0
3956,42,2.0,44121,3.0,14,2.0,3.0,0.0,0.0,1.0,0,1876,40,0.0,0.0
3957,52,1.0,103794,7.0,11,2.0,3.0,0.0,0.0,1.0,0,0,35,0.0,0.0
3958,42,2.0,310632,5.0,10,1.0,6.0,1.0,1.0,0.0,0,0,40,0.0,1.0
3959,39,2.0,153976,5.0,10,1.0,6.0,1.0,0.0,0.0,0,0,52,0.0,1.0
3960,43,2.0,174575,5.0,10,2.0,3.0,4.0,0.0,0.0,0,0,45,0.0,0.0
3961,62,1.0,82388,1.0,9,1.0,6.0,1.0,0.0,0.0,10566,0,40,0.0,0.0
3962,30,2.0,207253,7.0,11,1.0,6.0,1.0,0.0,0.0,0,0,40,9.0,0.0
3963,83,5.0,251951,1.0,9,6.0,11.0,0.0,0.0,1.0,0,0,20,0.0,0.0
3964,39,2.0,746786,0.0,13,1.0,3.0,1.0,0.0,0.0,0,0,55,0.0,1.0
3965,41,2.0,308296,1.0,9,1.0,7.0,2.0,0.0,1.0,0,0,20,0.0,0.0
3966,49,2.0,101825,3.0,14,1.0,3.0,2.0,0.0,1.0,0,1977,40,0.0,1.0
3967,25,2.0,109009,2.0,7,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,0.0
3968,48,2.0,413363,2.0,7,1.0,7.0,1.0,0.0,0.0,0,2002,40,0.0,0.0
3969,59,5.0,117751,6.0,12,2.0,11.0,0.0,0.0,0.0,0,0,8,0.0,0.0
3970,44,0.0,296326,0.0,13,0.0,0.0,0.0,0.0,0.0,0,0,40,0.0,0.0
3971,36,2.0,208358,4.0,5,2.0,2.0,0.0,0.0,0.0,4650,0,56,0.0,0.0
3972,40,2.0,120277,1.0,9,0.0,2.0,3.0,0.0,0.0,0,0,40,39.0,0.0
3973,21,2.0,193219,1.0,9,0.0,0.0,3.0,1.0,1.0,0,0,35,2.0,0.0
3974,41,2.0,86399,5.0,10,4.0,0.0,0.0,0.0,1.0,0,0,38,0.0,0.0
3975,24,2.0,215251,0.0,13,0.0,1.0,0.0,0.0,1.0,0,0,50,0.0,0.0
3976,67,1.0,124470,1.0,9,1.0,8.0,1.0,0.0,0.0,0,0,60,0.0,0.0
3977,24,2.0,228649,0.0,13,0.0,0.0,3.0,0.0,0.0,0,0,38,0.0,0.0
3978,50,1.0,386397,0.0,13,1.0,5.0,1.0,0.0,0.0,0,0,60,0.0,0.0
3979,48,2.0,96798,3.0,14,2.0,5.0,0.0,0.0,0.0,0,0,35,0.0,0.0
3980,55,5.0,106707,6.0,12,1.0,11.0,1.0,1.0,0.0,0,0,20,0.0,1.0
3981,29,2.0,159768,1.0,9,0.0,9.0,0.0,0.0,0.0,3325,0,40,19.0,0.0
3982,50,2.0,139464,0.0,13,2.0,3.0,4.0,0.0,1.0,0,0,36,39.0,0.0
3983,64,0.0,550848,12.0,6,1.0,1.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3984,49,2.0,68505,4.0,5,2.0,4.0,0.0,1.0,0.0,0,0,37,0.0,0.0
3985,20,2.0,122215,1.0,9,0.0,4.0,3.0,1.0,0.0,0,0,52,0.0,0.0
3986,30,2.0,159442,1.0,9,4.0,0.0,0.0,0.0,1.0,0,0,40,0.0,0.0
3987,37,2.0,80638,0.0,13,1.0,4.0,1.0,2.0,0.0,0,0,30,28.0,0.0
3988,52,2.0,192390,1.0,9,1.0,9.0,1.0,0.0,0.0,0,0,40,0.0,1.0
3989,22,2.0,191324,5.0,10,0.0,12.0,3.0,0.0,0.0,0,0,25,0.0,0.0
3990,77,5.0,147284,1.0,9,6.0,11.0,0.0,0.0,1.0,0,0,14,0.0,0.0
3991,19,0.0,73009,5.0,10,0.0,0.0,3.0,0.0,0.0,0,0,15,0.0,0.0
3992,52,2.0,177858,1.0,9,2.0,6.0,5.0,0.0,0.0,0,0,55,0.0,1.0
3993,42,2.0,163003,0.0,13,3.0,10.0,3.0,2.0,1.0,0,0,40,0.0,0.0
3994,35,2.0,95551,1.0,9,4.0,1.0,0.0,0.0,1.0,0,0,36,0.0,0.0
3995,27,2.0,125298,5.0,10,0.0,0.0,4.0,0.0,1.0,0,0,50,0.0,0.0
3996,54,0.0,198186,1.0,9,0.0,4.0,0.0,1.0,1.0,0,0,38,0.0,0.0
3997,37,2.0,295949,1.0,9,1.0,6.0,1.0,0.0,0.0,0,1628,40,0.0,0.0
3998,37,2.0,182668,12.0,6,1.0,7.0,1.0,0.0,0.0,0,0,35,0.0,0.0
3999,28,2.0,124905,8.0,4,1.0,6.0,1.0,0.0,0.0,0,0,30,0.0,0.0
4000,63,2.0,171635,0.0,13,1.0,5.0,1.0,0.0,0.0,0,0,40,0.0,0.0
4001,19,2.0,376240,1.0,9,0.0,9.0,3.0,0.0,0.0,0,0,42,0.0,0.0
4002,28,2.0,157391,0.0,13,0.0,5.0,3.0,0.0,1.0,0,0,40,0.0,0.0
4003,23,5.0,114357,5.0,10,0.0,11.0,0.0,0.0,0.0,0,0,40,0.0,0.0
4004,44,2.0,178134,10.0,15,0.0,3.0,0.0,0.0,1.0,0,0,40,0.0,1.0
4005,31,2.0,207201,5.0,10,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,1.0
4006,35,2.0,124483,0.0,13,0.0,5.0,0.0,2.0,0.0,0,0,50,4.0,1.0
4007,64,2.0,102103,1.0,9,2.0,14.0,0.0,0.0,1.0,0,0,50,0.0,0.0
4008,40,2.0,92036,1.0,9,1.0,2.0,1.0,0.0,0.0,0,0,40,0.0,1.0
4009,59,4.0,236426,6.0,12,2.0,3.0,0.0,0.0,1.0,0,0,50,0.0,0.0
4010,22,2.0,400966,5.0,10,0.0,0.0,3.0,0.0,1.0,0,0,40,0.0,0.0
4011,40,2.0,404573,5.0,10,0.0,5.0,0.0,0.0,1.0,0,0,44,0.0,0.0
4012,35,2.0,227571,8.0,4,1.0,2.0,1.0,0.0,0.0,0,0,40,5.0,0.0
4013,20,2.0,145917,5.0,10,0.0,0.0,3.0,0.0,1.0,0,0,15,0.0,0.0
4014,35,4.0,190226,1.0,9,0.0,12.0,3.0,0.0,0.0,0,0,40,0.0,0.0
4015,28,2.0,356555,5.0,10,1.0,1.0,1.0,0.0,0.0,0,0,48,0.0,0.0
4016,28,2.0,66473,1.0,9,2.0,9.0,3.0,0.0,0.0,0,0,40,0.0,0.0
4017,37,5.0,172256,5.0,10,1.0,11.0,1.0,0.0,0.0,0,0,20,0.0,0.0
4018,72,5.0,118902,9.0,16,1.0,11.0,1.0,0.0,0.0,0,2392,6,0.0,1.0
4019,25,6.0,163039,6.0,12,0.0,5.0,0.0,0.0,0.0,0,0,60,0.0,0.0
4020,37,2.0,89559,1.0,9,2.0,0.0,4.0,0.0,1.0,0,0,40,0.0,0.0
4021,19,5.0,35507,5.0,10,0.0,11.0,3.0,0.0,1.0,0,0,45,0.0,0.0
4022,31,2.0,163303,7.0,11,2.0,5.0,3.0,0.0,1.0,0,0,38,0.0,0.0
4023,41,2.0,192712,1.0,9,0.0,0.0,5.0,0.0,1.0,0,0,40,0.0,0.0
4024,31,2.0,381153,12.0,6,1.0,10.0,1.0,0.0,0.0,0,0,40,0.0,1.0
4025,44,2.0,222434,1.0,9,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,0.0
4026,20,2.0,34706,5.0,10,0.0,1.0,0.0,1.0,0.0,0,0,47,0.0,0.0
4027,57,1.0,47857,5.0,10,1.0,8.0,1.0,0.0,0.0,0,0,50,0.0,0.0
4028,26,2.0,195216,1.0,9,2.0,4.0,0.0,0.0,1.0,0,0,12,0.0,0.0
4029,44,6.0,103643,1.0,9,1.0,1.0,1.0,0.0,0.0,5013,0,60,35.0,0.0
4030,29,4.0,329426,1.0,9,0.0,12.0,0.0,0.0,0.0,0,0,40,0.0,0.0
4031,36,2.0,183612,1.0,9,1.0,3.0,1.0,0.0,0.0,0,1977,40,0.0,1.0
4032,40,2.0,184105,7.0,11,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,1.0
4033,21,2.0,211385,6.0,12,0.0,4.0,0.0,1.0,0.0,0,0,35,2.0,0.0
4034,21,2.0,61777,5.0,10,0.0,6.0,0.0,0.0,0.0,0,0,70,0.0,0.0
4035,34,1.0,320194,10.0,15,4.0,3.0,4.0,0.0,0.0,0,0,48,0.0,1.0
4036,24,2.0,199444,0.0,13,0.0,1.0,3.0,0.0,1.0,0,0,15,0.0,0.0
4037,28,2.0,312588,12.0,6,2.0,4.0,0.0,0.0,1.0,0,0,40,0.0,0.0
4038,35,2.0,168675,1.0,9,4.0,7.0,3.0,0.0,0.0,0,0,50,0.0,0.0
4039,35,2.0,87556,1.0,9,2.0,6.0,0.0,0.0,0.0,0,0,40,0.0,0.0
4040,38,0.0,220421,0.0,13,0.0,1.0,0.0,0.0,1.0,0,0,40,0.0,0.0
4041,44,3.0,404599,1.0,9,2.0,0.0,4.0,1.0,1.0,0,0,40,0.0,0.0
4042,39,2.0,99065,0.0,13,1.0,2.0,2.0,0.0,1.0,0,0,40,15.0,1.0
4043,57,4.0,109973,1.0,9,2.0,4.0,0.0,0.0,1.0,0,0,40,0.0,0.0
4044,19,2.0,246652,5.0,10,0.0,5.0,3.0,0.0,1.0,0,0,40,0.0,0.0
4045,29,2.0,57423,7.0,11,1.0,9.0,1.0,0.0,0.0,0,0,48,0.0,0.0
4046,23,2.0,291248,1.0,9,0.0,9.0,5.0,1.0,0.0,0,0,40,0.0,0.0
4047,50,2.0,163708,1.0,9,6.0,4.0,4.0,0.0,1.0,0,0,40,0.0,0.0
4048,51,1.0,240358,5.0,10,1.0,6.0,1.0,0.0,0.0,0,0,20,0.0,0.0
4049,28,2.0,25955,7.0,11,2.0,6.0,0.0,3.0,0.0,0,0,40,0.0,0.0
4050,44,2.0,101593,0.0,13,1.0,5.0,1.0,0.0,0.0,0,0,60,0.0,0.0
4051,29,1.0,227890,0.0,13,0.0,3.0,0.0,1.0,0.0,0,0,40,0.0,0.0
4052,31,2.0,225053,1.0,9,2.0,7.0,0.0,0.0,0.0,0,0,45,0.0,0.0
4053,27,2.0,228472,0.0,13,1.0,6.0,1.0,0.0,0.0,0,0,45,0.0,1.0
4054,34,2.0,245378,0.0,13,1.0,1.0,1.0,0.0,0.0,0,0,45,0.0,0.0
4055,50,6.0,156623,10.0,15,1.0,3.0,1.0,2.0,0.0,7688,0,50,13.0,1.0
4056,27,2.0,35032,5.0,10,1.0,2.0,1.0,0.0,0.0,0,0,40,0.0,1.0
4057,31,2.0,258849,7.0,11,0.0,0.0,4.0,1.0,1.0,0,0,40,0.0,0.0
4058,46,2.0,190115,6.0,12,1.0,6.0,1.0,0.0,0.0,0,0,40,0.0,1.0
4059,39,2.0,63910,5.0,10,0.0,0.0,3.0,2.0,1.0,0,0,40,0.0,0.0
4060,40,2.0,510072,0.0,13,1.0,5.0,1.0,0.0,0.0,0,0,55,0.0,1.0
4061,28,2.0,210867,2.0,7,2.0,5.0,3.0,0.0,0.0,0,0,40,0.0,0.0
4062,18,2.0,263024,1.0,9,0.0,5.0,3.0,0.0,1.0,0,0,40,0.0,0.0
4063,51,2.0,306785,1.0,9,2.0,0.0,0.0,0.0,1.0,0,0,40,0.0,0.0
