,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
413,20,1.0,65.0,9757,0.0,0.0,0.0,3.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,5,7,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,755.0,1.0,0.0,235.0,990.0,0.0,2.0,0.0,0.0,990,0,0,990,1.0,0.0,1,0,3,1,0.0,5,0.0,0,0.0,0.0,22,2.0,1.0,440.0,0.0,0.0,0.0,66,0,0,0,92,0,0.0,1.0,0.0,0,10,8,0.0,0.0
414,20,1.0,65.0,14753,0.0,0.0,2.0,3.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,7,5,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,950.0,1.0,0.0,513.0,1463.0,0.0,2.0,0.0,0.0,1463,0,0,1463,1.0,0.0,2,0,3,1,0.0,5,0.0,0,0.0,0.0,19,1.0,2.0,539.0,0.0,0.0,0.0,0,81,0,0,0,0,0.0,2.0,0.0,0,12,8,0.0,0.0
415,60,1.0,70.0,8750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,6,5,19,19,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,606.0,1.0,0.0,322.0,928.0,0.0,2.0,0.0,0.0,928,844,0,1772,1.0,0.0,2,1,3,1,0.0,7,0.0,1,1.0,0.0,19,2.0,2.0,492.0,0.0,0.0,0.0,150,96,0,0,0,0,0.0,1.0,0.0,0,4,8,0.0,0.0
416,20,1.0,65.0,10739,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,7,5,15,16,0.0,0.0,0.0,0.0,1.0,68.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1259.0,1.0,0.0,172.0,1431.0,0.0,2.0,0.0,0.0,1444,0,0,1444,1.0,0.0,2,0,3,1,1.0,6,0.0,0,0.0,0.0,15,2.0,2.0,577.0,0.0,0.0,0.0,144,40,0,0,0,0,0.0,1.0,0.0,0,4,8,0.0,0.0
417,20,1.0,75.0,11166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,7,5,16,16,0.0,0.0,0.0,0.0,1.0,180.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,24.0,1.0,0.0,1468.0,1492.0,0.0,2.0,0.0,0.0,1492,0,0,1492,0.0,0.0,2,0,3,1,1.0,6,0.0,1,1.0,0.0,16,2.0,2.0,608.0,0.0,0.0,0.0,0,114,0,0,168,0,0.0,1.0,0.0,0,7,8,0.0,3.0
418,20,1.0,67.0,16269,0.0,0.0,1.0,0.0,0.0,3.0,0.0,17.0,1.0,0.0,0.0,0.0,5,5,39,39,0.0,0.0,4.0,4.0,1.0,76.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,625.0,1.0,0.0,282.0,907.0,0.0,0.0,0.0,0.0,907,0,0,907,0.0,0.0,1,0,3,1,0.0,5,0.0,0,0.0,0.0,39,0.0,1.0,343.0,0.0,0.0,0.0,72,0,0,0,0,0,0.0,0.0,0.0,0,7,8,0.0,0.0
419,20,1.0,76.0,6950,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,5,7,38,38,0.0,0.0,2.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,710.0,3.0,72.0,132.0,914.0,0.0,0.0,0.0,0.0,914,0,0,914,1.0,0.0,1,0,2,1,0.0,5,0.0,0,0.0,0.0,38,0.0,2.0,444.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0,10,8,0.0,0.0
420,20,1.0,90.0,11664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,7,5,15,15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1234.0,1.0,0.0,335.0,1569.0,0.0,2.0,0.0,0.0,1611,0,0,1611,1.0,0.0,2,0,3,1,1.0,6,0.0,0,0.0,0.0,15,2.0,3.0,1231.0,0.0,0.0,0.0,262,93,0,0,0,0,0.0,1.0,0.0,0,9,8,0.0,0.0
421,60,1.0,67.0,12334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,8,5,14,14,0.0,0.0,0.0,0.0,1.0,198.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1068.0,1068.0,0.0,2.0,0.0,0.0,1068,1116,0,2184,0.0,0.0,2,1,4,1,1.0,8,0.0,1,2.0,2.0,14,2.0,2.0,570.0,0.0,0.0,0.0,192,132,0,0,0,0,0.0,1.0,0.0,0,6,8,0.0,0.0
422,60,1.0,70.0,8749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,7,5,15,15,0.0,0.0,0.0,0.0,4.0,,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,840.0,840.0,0.0,2.0,0.0,0.0,840,885,0,1725,0.0,0.0,2,1,3,1,1.0,6,0.0,0,0.0,0.0,15,2.0,2.0,550.0,0.0,0.0,0.0,0,48,0,0,0,0,0.0,1.0,0.0,0,11,8,0.0,0.0
423,60,1.0,67.0,11250,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,1.0,7,5,16,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,944.0,944.0,0.0,2.0,0.0,0.0,944,926,0,1870,0.0,0.0,2,1,3,1,1.0,6,0.0,0,0.0,0.0,16,2.0,2.0,608.0,0.0,0.0,0.0,256,43,0,0,0,0,0.0,1.0,0.0,0,5,8,0.0,0.0
424,20,1.0,90.0,15750,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,8,5,18,17,0.0,0.0,0.0,0.0,1.0,260.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1246.0,1.0,0.0,216.0,1462.0,0.0,2.0,0.0,0.0,1513,0,0,1513,1.0,0.0,2,0,2,1,1.0,5,0.0,1,1.0,0.0,18,1.0,2.0,521.0,0.0,0.0,0.0,135,34,0,0,0,0,0.0,1.0,0.0,0,6,8,0.0,0.0
425,20,1.0,67.0,12782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,8,5,15,14,1.0,0.0,2.0,2.0,1.0,164.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1360.0,1.0,0.0,462.0,1822.0,0.0,2.0,0.0,0.0,1828,0,0,1828,1.0,0.0,2,0,3,1,1.0,7,0.0,1,2.0,0.0,15,1.0,2.0,523.0,0.0,0.0,0.0,194,144,0,0,0,0,0.0,1.0,0.0,0,6,8,0.0,0.0
426,20,1.0,70.0,8750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,7,5,20,19,0.0,0.0,0.0,0.0,1.0,209.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1111.0,1.0,0.0,306.0,1417.0,0.0,2.0,0.0,0.0,1417,0,0,1417,1.0,0.0,2,0,3,1,1.0,7,0.0,1,1.0,0.0,20,0.0,2.0,511.0,0.0,0.0,0.0,60,0,0,0,117,0,0.0,1.0,0.0,0,8,8,0.0,0.0
427,20,1.0,85.0,10200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,8,5,10,10,0.0,0.0,0.0,0.0,1.0,180.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1478.0,1.0,0.0,100.0,1578.0,0.0,2.0,0.0,0.0,1602,0,0,1602,1.0,0.0,2,0,3,1,1.0,7,0.0,1,2.0,0.0,10,2.0,3.0,810.0,0.0,0.0,0.0,0,48,0,0,195,0,0.0,1.0,0.0,0,1,8,0.0,0.0
428,60,1.0,85.0,11069,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,1.0,6,5,10,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,608.0,608.0,0.0,2.0,0.0,0.0,608,788,0,1396,0.0,0.0,2,1,3,1,1.0,6,0.0,1,2.0,2.0,10,1.0,2.0,440.0,0.0,0.0,0.0,100,36,0,0,0,0,0.0,1.0,0.0,0,7,8,0.0,0.0
429,20,1.0,80.0,10682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,4,6,57,46,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,399.0,1.0,0.0,615.0,1014.0,0.0,0.0,0.0,0.0,1149,0,0,1149,1.0,0.0,1,0,3,1,0.0,7,2.0,0,0.0,5.0,49,1.0,1.0,544.0,0.0,0.0,0.0,0,240,0,0,0,0,0.0,0.0,0.0,0,7,8,0.0,0.0
430,180,2.0,35.0,3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,4.0,6,5,12,11,0.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,547.0,1.0,0.0,0.0,547.0,0.0,1.0,0.0,0.0,1072,0,0,1072,1.0,0.0,1,0,2,1,0.0,5,0.0,0,0.0,4.0,12,1.0,2.0,525.0,0.0,0.0,0.0,0,28,0,0,0,0,0.0,1.0,0.0,0,4,8,0.0,0.0
431,20,1.0,64.0,6410,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,4,5,58,58,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,332.0,2.0,243.0,301.0,876.0,0.0,0.0,0.0,1.0,876,0,0,876,0.0,0.0,1,0,3,1,0.0,5,0.0,0,0.0,1.0,58,0.0,1.0,320.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,3,8,0.0,0.0
432,20,1.0,70.0,11767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,5,5,67,67,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1078.0,1.0,0.0,0.0,1078.0,0.0,0.0,0.0,1.0,1368,0,0,1368,1.0,0.0,1,0,3,1,0.0,6,2.0,0,0.0,0.0,67,2.0,1.0,195.0,0.0,0.0,0.0,0,41,211,0,0,0,0.0,1.0,2.0,900,6,8,0.0,0.0
433,90,1.0,65.0,10926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,0.0,5,5,58,58,1.0,0.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1678.0,1678.0,0.0,0.0,0.0,0.0,1678,0,0,1678,0.0,0.0,2,0,6,2,0.0,10,0.0,0,0.0,3.0,38,3.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0,8,8,0.0,0.0
434,20,1.0,70.0,11767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,5,5,61,61,1.0,0.0,2.0,2.0,1.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,1.0,0.0,604.0,1150.0,0.0,2.0,0.0,0.0,1560,0,0,1560,0.0,0.0,1,0,2,1,0.0,7,2.0,1,1.0,0.0,61,0.0,1.0,313.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0,5,8,0.0,0.0
435,50,1.0,45.0,8212,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,5,6,76,67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,1.0,0.0,94.0,720.0,0.0,2.0,0.0,0.0,854,444,0,1298,0.0,0.0,1,0,3,1,0.0,6,0.0,2,2.0,1.0,77,0.0,1.0,256.0,0.0,0.0,0.0,84,0,0,0,0,0,0.0,1.0,0.0,0,9,8,0.0,0.0
436,50,0.0,70.0,6300,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,3.0,5,4,79,67,0.0,0.0,4.0,4.0,1.0,88.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,832.0,1.0,0.0,0.0,832.0,0.0,0.0,0.0,0.0,832,436,0,1268,0.0,0.0,1,1,3,1,0.0,7,0.0,2,2.0,4.0,79,0.0,1.0,250.0,0.0,0.0,0.0,0,0,55,0,0,0,0.0,1.0,0.0,0,7,8,0.0,2.0
437,70,1.0,43.0,5707,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,6,6,82,67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,583.0,583.0,0.0,1.0,0.0,2.0,647,595,0,1242,0.0,0.0,1,1,3,1,0.0,6,0.0,1,2.0,1.0,91,0.0,1.0,180.0,2.0,0.0,0.0,329,96,0,0,0,0,0.0,1.0,0.0,0,3,8,0.0,0.0
438,30,1.0,64.0,8574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6,8,101,17,0.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,816.0,816.0,0.0,2.0,0.0,0.0,1232,0,0,1232,0.0,0.0,1,0,3,1,1.0,6,0.0,1,2.0,1.0,101,0.0,2.0,440.0,0.0,0.0,0.0,0,0,180,0,0,0,0.0,1.0,0.0,0,10,8,0.0,0.0
439,70,1.0,53.0,7155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,7,8,99,27,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,600.0,600.0,0.0,2.0,0.0,0.0,628,600,0,1228,0.0,0.0,1,0,3,1,0.0,6,0.0,1,2.0,1.0,99,0.0,1.0,215.0,2.0,0.0,0.0,0,113,0,0,195,0,0.0,0.0,0.0,0,5,8,0.0,0.0
440,50,1.0,60.0,13680,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,3.0,5,6,77,67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,728.0,1.0,0.0,112.0,840.0,0.0,2.0,0.0,0.0,840,727,0,1567,1.0,0.0,1,1,2,1,0.0,6,1.0,2,1.0,1.0,56,0.0,2.0,440.0,0.0,0.0,0.0,0,21,150,0,0,0,0.0,2.0,0.0,0,2,8,0.0,0.0
441,20,1.0,80.0,14680,0.0,2.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,5,4,57,57,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,1.0,0.0,480.0,1273.0,0.0,2.0,0.0,0.0,1273,0,0,1273,0.0,0.0,1,0,2,1,0.0,5,0.0,0,0.0,0.0,57,0.0,1.0,307.0,0.0,0.0,0.0,483,0,0,0,115,0,0.0,0.0,0.0,0,6,8,0.0,0.0
442,90,1.0,67.0,8145,0.0,0.0,1.0,1.0,0.0,1.0,0.0,18.0,1.0,0.0,3.0,5.0,7,6,77,67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,246.0,1.0,0.0,674.0,920.0,0.0,2.0,0.0,0.0,1240,1240,0,2480,0.0,0.0,2,1,5,2,0.0,13,0.0,2,2.0,1.0,77,0.0,2.0,400.0,0.0,0.0,0.0,0,0,57,0,0,0,0.0,1.0,0.0,0,7,8,0.0,0.0
443,20,1.0,70.0,9100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,5,6,63,63,0.0,0.0,7.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,154.0,5.0,694.0,264.0,1112.0,0.0,2.0,0.0,0.0,1112,0,0,1112,1.0,0.0,1,0,2,1,0.0,6,0.0,1,2.0,0.0,63,0.0,1.0,390.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,10,8,0.0,3.0
444,20,1.0,90.0,13339,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6,6,57,57,0.0,0.0,2.0,3.0,2.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,3.0,875.0,621.0,1561.0,0.0,0.0,0.0,0.0,1561,0,0,1561,1.0,0.0,2,0,3,1,0.0,6,0.0,1,2.0,0.0,57,1.0,2.0,463.0,0.0,0.0,0.0,0,148,0,0,120,0,0.0,1.0,0.0,0,5,8,0.0,0.0
445,50,1.0,78.0,15600,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,5,7,68,12,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,312.0,2.0,507.0,248.0,1067.0,1.0,3.0,1.0,0.0,986,537,0,1523,1.0,0.0,2,0,3,1,3.0,7,6.0,1,1.0,0.0,68,0.0,1.0,295.0,0.0,0.0,0.0,0,0,81,0,0,0,0.0,1.0,0.0,0,10,8,0.0,0.0
446,20,1.0,100.0,17500,0.0,0.0,0.0,2.0,0.0,1.0,1.0,18.0,6.0,0.0,0.0,0.0,6,5,63,63,0.0,0.0,2.0,2.0,2.0,420.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,784.0,3.0,435.0,91.0,1310.0,0.0,2.0,0.0,0.0,1906,0,0,1906,1.0,0.0,1,1,3,1,0.0,6,0.0,2,2.0,4.0,63,0.0,2.0,576.0,0.0,0.0,0.0,0,201,0,0,0,0,0.0,1.0,0.0,0,1,8,0.0,0.0
447,160,2.0,24.0,1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,6,6,37,37,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,516.0,516.0,0.0,0.0,0.0,0.0,516,516,0,1032,0.0,0.0,1,0,2,1,0.0,5,0.0,1,1.0,1.0,37,0.0,2.0,452.0,0.0,0.0,0.0,279,0,0,0,0,0,0.0,2.0,0.0,0,5,8,0.0,0.0
448,160,2.0,24.0,1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,1.0,6,6,37,25,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,471.0,1.0,0.0,90.0,561.0,0.0,0.0,0.0,0.0,561,668,0,1229,1.0,0.0,1,1,2,1,1.0,5,0.0,1,1.0,0.0,37,1.0,2.0,462.0,0.0,0.0,0.0,176,0,0,0,0,0,0.0,2.0,0.0,0,10,8,0.0,0.0
449,160,2.0,24.0,1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,6,6,37,37,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,561.0,561.0,0.0,0.0,0.0,0.0,561,668,0,1229,0.0,0.0,1,1,2,1,0.0,5,0.0,1,1.0,0.0,37,1.0,2.0,462.0,0.0,0.0,0.0,154,0,0,0,0,0,0.0,0.0,0.0,0,7,8,0.0,0.0
450,80,1.0,67.0,13607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,2.0,6,6,31,31,0.0,0.0,0.0,0.0,1.0,242.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,454.0,1.0,0.0,118.0,572.0,0.0,1.0,0.0,0.0,1182,800,0,1982,1.0,0.0,2,1,3,1,0.0,6,0.0,1,1.0,2.0,31,1.0,2.0,501.0,0.0,0.0,0.0,400,112,0,0,0,0,0.0,1.0,2.0,1500,4,8,0.0,0.0
451,20,1.0,67.0,17597,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,7,9,46,8,1.0,0.0,7.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,803.0,5.0,419.0,581.0,1803.0,0.0,0.0,0.0,0.0,2365,0,0,2365,1.0,0.0,2,0,3,1,2.0,7,2.0,2,2.0,0.0,46,1.0,2.0,551.0,0.0,0.0,0.0,200,144,0,0,0,0,0.0,2.0,0.0,0,7,8,0.0,0.0
452,70,2.0,50.0,8660,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,5,6,117,24,2.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,760.0,760.0,0.0,2.0,1.0,0.0,928,928,312,2168,0.0,0.0,2,0,5,1,1.0,11,0.0,0,0.0,1.0,19,0.0,2.0,576.0,0.0,0.0,0.0,467,160,78,0,0,0,0.0,1.0,0.0,0,12,8,0.0,0.0
453,30,4.0,60.0,10200,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,4,6,92,67,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,572.0,572.0,0.0,3.0,1.0,3.0,572,0,0,572,0.0,0.0,1,0,2,1,0.0,4,0.0,0,0.0,1.0,77,0.0,1.0,200.0,0.0,0.0,1.0,0,0,72,0,0,0,0.0,1.0,0.0,0,5,8,0.0,0.0
454,120,2.0,44.0,3843,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,1.0,0.0,1.0,0.0,8,5,10,9,1.0,0.0,5.0,6.0,2.0,174.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1476.0,1.0,0.0,120.0,1596.0,0.0,2.0,0.0,0.0,1648,0,0,1648,1.0,1.0,2,0,2,1,2.0,5,0.0,1,2.0,0.0,10,1.0,2.0,482.0,0.0,0.0,0.0,162,53,0,153,0,0,0.0,1.0,0.0,0,6,8,2.0,1.0
455,30,5.0,109.0,21780,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,2,4,107,67,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,810,0,0,810,0.0,0.0,1,0,1,1,0.0,4,2.0,0,0.0,1.0,42,0.0,1.0,280.0,0.0,0.0,1.0,119,24,0,0,0,0,0.0,1.0,0.0,0,3,8,3.0,0.0
456,60,1.0,75.0,10125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,8,5,17,16,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,445.0,3.0,250.0,412.0,1107.0,0.0,2.0,0.0,0.0,1040,1012,0,2052,0.0,0.0,2,1,3,1,1.0,7,0.0,1,1.0,2.0,17,1.0,3.0,642.0,0.0,0.0,0.0,210,91,0,0,0,0,0.0,1.0,0.0,0,5,8,0.0,0.0
457,85,1.0,75.0,9750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,4.0,6,6,40,40,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,767.0,1.0,0.0,135.0,902.0,0.0,2.0,0.0,0.0,926,0,0,926,1.0,0.0,1,0,2,1,0.0,5,0.0,1,1.0,0.0,40,0.0,1.0,351.0,0.0,0.0,0.0,319,0,0,0,0,0,0.0,0.0,0.0,0,4,8,0.0,0.0
458,85,1.0,72.0,9360,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,4.0,6,7,40,40,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,841.0,0.0,116.0,0.0,957.0,0.0,0.0,0.0,0.0,1287,0,0,1287,1.0,0.0,1,1,2,1,0.0,5,0.0,2,4.0,0.0,40,2.0,2.0,541.0,0.0,0.0,0.0,302,39,0,0,120,0,0.0,3.0,0.0,0,11,8,0.0,0.0
459,20,1.0,82.0,11070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,5,5,26,26,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,55.0,1.0,0.0,1527.0,1582.0,0.0,0.0,0.0,0.0,1595,0,0,1595,1.0,0.0,2,0,2,1,0.0,5,0.0,0,0.0,1.0,26,0.0,2.0,672.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0,4,8,1.0,2.0
460,20,1.0,113.0,13438,0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,9,5,9,9,0.0,0.0,5.0,6.0,2.0,246.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1758.0,1.0,0.0,432.0,2190.0,0.0,2.0,0.0,0.0,2036,0,0,2036,1.0,0.0,2,0,3,1,2.0,9,0.0,1,5.0,0.0,9,1.0,3.0,780.0,0.0,0.0,0.0,90,154,0,0,0,0,0.0,1.0,0.0,0,7,8,0.0,0.0
461,20,1.0,79.0,14463,0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,9,5,9,9,0.0,0.0,5.0,6.0,1.0,406.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1115.0,1.0,0.0,526.0,1641.0,0.0,2.0,0.0,0.0,1641,0,0,1641,1.0,0.0,2,0,3,1,2.0,7,0.0,0,0.0,0.0,9,1.0,3.0,885.0,0.0,0.0,0.0,0,95,0,0,0,0,0.0,1.0,0.0,0,1,8,0.0,0.0
